,year,state,sl55,sl65,sl70,sl75,slnone,seatbelt,minage,zerotol,gdl,bac10,bac08,perse,totfat,nghtfat,wkndfat,totfatpvm,nghtfatpvm,wkndfatpvm,statepop,totfatrte,nghtfatrte,wkndfatrte,vehicmiles,unem,perc14_24,sl70plus,sbprim,sbsecon,d80,d81,d82,d83,d84,d85,d86,d87,d88,d89,d90,d91,d92,d93,d94,d95,d96,d97,d98,d99,d00,d01,d02,d03,d04,vehicmilespc
965,1994,42,0,1,0,0,0,0,21,0,0,1,0,0,154,68,33,2.019999981,0.89200002,0.432999998,730790,21.0700016,9.300000191,4.519999981,7.623759747,3.299999952,14.69999981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10432.2168
966,1995,42,0,1,0,0,0,2,21,0,0,1,0,0,158,74,43,2.059999943,0.964999974,0.56099999,737925,21.40999985,10.03000069,5.829999924,7.66989994,2.900000095,15.00000095,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10393.875
967,1996,42,0,0.25,0,0.75,0,2,21,0,0,1,0,0,175,68,37,2.24000001,0.870000005,0.474000007,742213,23.57999992,9.159999847,4.990000248,7.8125,3.200000048,15.19999981,0.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10525.9541
968,1997,42,0,0,0,1,0,2,21,0,0,1,0,0,148,72,37,1.860000014,0.904999971,0.465000004,744223,19.88999939,9.670000076,4.970000267,7.956990242,3.099999905,15.39999962,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10691.6748
969,1998,42,0,0,0,1,0,2,21,1,0,1,0,0,165,71,33,2.039999962,0.878000021,0.407999992,746058,22.11999893,9.520000458,4.420000076,8.088240623,2.900000095,15.60000038,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10841.30273
970,1999,42,0,0,0,1,0,2,21,1,1,1,0,0,150,55,25,1.820000052,0.666999996,0.303000003,750412,19.98999977,7.329999924,3.329999924,8.2417593,2.900000095,15.80000114,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10982.97852
971,2000,42,0,0,0,1,0,2,21,1,1,1,0,0,173,63,37,2.049999952,0.746999979,0.437999994,754844,22.92000008,8.349999428,4.900000095,8.439019203,2.299999952,15.60000038,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11179.81934
972,2001,42,0,0,0,1,0,2,21,1,1,1,0,0,171,78,39,2,0.912,0.456,758324,22.55000114,10.29000092,5.139999866,8.550000191,3.400000095,15.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11274.86426
973,2002,42,0,0,0,1,0,2,21,1,1,0.5,0.5,0,180,80,47,2.119999886,0.941999972,0.55400002,760437,23.67000198,10.52000046,6.179999828,8.490570068,3.099999905,15.39999962,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11165.38281
974,2003,42,0,0,0,1,0,2,21,1,1,0,1,0,203,89,42,2.380000114,1.042999983,0.492000014,764309,26.55999947,11.64000034,5.5,8.529410362,3.599999905,15.19999981,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11159.63672
975,2004,42,0,0,0,1,0,2,21,1,1,0,1,0,197,77,34,2.24000001,0.875999987,0.386999995,771000,25.55000114,9.989999771,4.410000324,8.794639587,3.5,15.09999943,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11406.7959
976,1980,43,1,0,0,0,0,0,19,0,0,0,0,0,1153,583,322,3.400000095,1.718999982,0.949999988,4591120,25.1099987,12.69999981,7.009999752,33.91176224,7.300000191,18.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7386.381348
977,1981,43,1,0,0,0,0,0,19,0,0,0,0,0,1104,590,347,3.178999901,1.699000001,0.999000013,4627652,23.32999992,12.75,7.5,34.72900009,9.100000381,18.29999924,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7504.669434
978,1982,43,1,0,0,0,0,0,19,0,0,0,0,0,1055,573,299,3.029999971,1.646000028,0.859000027,4646037,22.70999908,12.32999992,6.440000057,34.81848145,11.80000019,17.89999962,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7494.23291
979,1983,43,1,0,0,0,0,0,19,0,0,0,0,0,1037,512,285,2.859999895,1.411999941,0.786000013,4659760,22.25,10.98999977,6.119999886,36.25873947,11.5,17.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7781.246582
980,1984,43,1,0,0,0,0,0,20,0,0,0,0,0,1095,540,312,3,1.478999972,0.855000019,4686742,23.36000061,11.5199995,6.659999847,36.5,8.600000381,17.10000038,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7787.925781
981,1985,43,1,0,0,0,0,0,21,0,0,0,0,0,1101,518,257,3.029999971,1.425999999,0.707000017,4715296,23.35000038,10.98999977,5.450000286,36.33662796,8,16.79999924,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7706.117676
982,1986,43,1,0,0,0,0,2,21,0,0,0,0,0,1230,607,325,3.109999895,1.534999967,0.822000027,4738722,25.95999908,12.81000042,6.859999657,39.54983902,8,16.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8346.098633
983,1987,43,0.333000004,0.666999996,0,0,0,2,21,0,0,0,0,0,1247,624,331,2.960000038,1.480999947,0.786000013,4782939,26.0700016,13.04999924,6.919999599,42.12837982,6.599999905,16.10000038,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8808.053711
984,1988,43,0,1,0,0,0,2,21,0,0,0,0,0,1266,640,340,2.859999895,1.44599998,0.768000007,4822451,26.25,13.27000046,7.049999714,44.26573181,5.800000191,15.80000114,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9179.094727
985,1989,43,0,1,0,0,0,2,21,0,0,0,0,0,1088,502,276,2.380000114,1.09800005,0.603999972,4854473,22.40999985,10.34000015,5.690000057,45.71429062,5.099999905,15.39999962,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9416.941406
986,1990,43,0,1,0,0,0,2,21,0,0,0,0,0,1177,546,300,2.519999981,1.16900003,0.64200002,4890626,24.06999969,11.1600008,6.129999638,46.70635223,5.300000191,15.09999943,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9550.178711
987,1991,43,0,1,0,0,0,2,21,0,0,0,0,0,1113,544,298,2.349999905,1.149000049,0.629000008,4966587,22.40999985,10.95000076,6,47.36169815,6.699999809,14.80000019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9536.06543
988,1992,43,0,1,0,0,0,2,21,0,0,0,0,0,1153,521,277,2.309999943,1.04400003,0.555000007,5049742,22.82999992,10.31999969,5.490000248,49.91342163,6.400000095,14.59999943,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9884.351563
989,1993,43,0,1,0,0,0,2,21,0.5,0,0,0,0,1170,516,261,2.25,0.991999984,0.501999974,5137584,22.77000046,10.03999901,5.079999924,52,5.699999809,14.39999962,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10121.48926
990,1994,43,0,1,0,0,0,2,21,1,0,0,0,0,1214,511,268,2.230000019,0.93900001,0.492000014,5231438,23.21000099,9.770000458,5.120000362,54.43946075,4.800000191,14.30000114,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10406.21387
991,1995,43,0,1,0,0,0,2,21,1,0,0,0,0,1259,565,315,2.24000001,1.004999995,0.560000002,5326936,23.62999916,10.60999966,5.910000324,56.20536041,5.199999809,14.10000038,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10551.16113
992,1996,43,0,1,0,0,0,2,21,1,0,0.666999996,0,0,1239,566,291,2.119999886,0.967999995,0.497999996,5416643,22.86999893,10.44999981,5.369999886,58.44339752,5.199999809,13.89999962,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10789.59766
993,1997,43,0,1,0,0,0,2,21,1,0,1,0,0,1225,553,280,2.019999981,0.912,0.462000012,5499233,22.27999878,10.06000042,5.090000153,60.6435585,5.400000095,13.79999924,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11027.63965
994,1998,43,0,0.25,0.75,0,0,2,21,1,0,1,0,0,1216,561,263,1.940000057,0.894999981,0.419999987,5570045,21.83000183,10.06999969,4.720000267,62.68040848,4.199999809,13.69999981,0.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11253.12402
995,1999,43,0,0,1,0,0,2,21,1,0,1,0,0,1302,545,264,2.00999999,0.841000021,0.407999992,5638706,23.09000015,9.670000076,4.679999828,64.77612305,4,13.60000038,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11487.76367
996,2000,43,0,0,1,0,0,2,21,1,0,1,0,0,1307,628,313,1.99000001,0.95599997,0.476999998,5689283,22.96999931,11.03999996,5.5,65.6783905,3.900000095,13.79999924,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11544.22949
997,2001,43,0,0,1,0,0,2,21,1,1,1,0,0,1251,563,304,1.850000024,0.833000004,0.449999988,5749398,21.76000214,9.789999962,5.289999962,67.62162018,4.400000095,13.89999962,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11761.5127
998,2002,43,0,0,1,0,0,2,21,1,1,1,0,0,1177,523,246,1.72300005,0.765999973,0.360000014,5789796,20.29000092,9.020000458,4.239999771,68.31394958,5.099999905,13.89999962,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11799.02539
999,2003,43,0,0,1,0,0,2,21,1,1,0.5,0.5,0,1193,499,249,1.730000019,0.723999977,0.361000001,5841748,20.42000008,8.539999962,4.260000229,68.95954132,5.800000191,13.89999962,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11804.60742
1000,2004,43,0,0,1,0,0,2,21,1,1,0,1,0,1288,571,264,1.820000052,0.806999981,0.372999996,5901000,21.83000183,9.680000305,4.46999979,70.76922607,5.300000191,13.89999962,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11992.75195
1001,1980,44,1,0,0,0,0,0,19,0,0,0,0,0,4366,2417,1272,3.799999952,2.104000092,1.106999993,14229191,30.68000031,16.98999977,8.93999958,114.8947449,5.199999809,19.40000153,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8074.580566
1002,1981,44,1,0,0,0,0,0,19,0,0,0,0,0,4623,2699,1443,3.849999905,2.247999907,1.202000022,14746348,30.81000137,18.30000114,9.789999962,120.0839996,5.300000191,18.89999962,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8143.304688
1003,1982,44,1,0,0,0,0,0,19,0,0,0,0,0,4213,2423,1312,3.359999895,1.932000041,1.046000004,15331418,27.47999954,15.80000019,8.56000042,125.3869019,6.900000095,18.39999962,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8178.428223
1004,1983,44,1,0,0,0,0,0,19,0,0,0,0,0,3823,2117,1150,2.900000095,1.605999947,0.871999979,15751703,24.27000046,13.43999958,7.300000191,131.8275909,8,17.89999962,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8369.101563
1005,1984,44,1,0,0,0,0,0,20,0,0,1,0,0,3912,2140,1118,2.839999914,1.55400002,0.811999977,16007090,24.44000053,13.36999989,6.980000019,137.7464905,5.900000095,17.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8605.342773
1006,1985,44,1,0,0,0,0,0,21,0,0,1,0,0,3678,1974,1016,2.569999933,1.378999949,0.709999979,16272729,22.60000038,12.13000107,6.240000248,143.1128387,7,17.10000038,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8794.642578
1007,1986,44,1,0,0,0,0,1,21,0,0,1,0,0,3567,1978,1019,2.400000095,1.33099997,0.68599999,16561085,21.54000092,11.94000053,6.150000095,148.625,8.899999619,16.79999924,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8974.351563
1008,1987,44,0.333000004,0.666999996,0,0,0,1,21,0,0,1,0,0,3260,1741,946,2.160000086,1.154000044,0.626999974,16621753,19.61000061,10.47000027,5.690000057,150.9259338,8.399999619,16.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9080.025391
1009,1988,44,0,1,0,0,0,1,21,0,0,1,0,0,3392,1851,1001,2.170000076,1.184000015,0.639999986,16666994,20.35000038,11.10999966,6.010000229,156.3133545,7.300000191,16.10000038,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9378.617188
1010,1989,44,0,1,0,0,0,1,21,0,0,1,0,0,3370,1786,973,2.109999895,1.118000031,0.609000027,16806712,20.05000114,10.62999916,5.789999962,159.7156372,6.699999809,15.80000114,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9503.085938
1011,1990,44,0,1,0,0,0,1,21,0,0,1,0,0,3250,1762,989,2.079999924,1.128000021,0.633000016,17044714,19.06999969,10.34000015,5.799999714,156.25,6.300000191,15.60000038,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9167.064453
1012,1991,44,0,1,0,0,0,1,21,0,0,1,0,0,3078,1637,896,1.940000057,1.031999946,0.564999998,17398005,17.69000053,9.409999847,5.149999619,158.65979,6.699999809,15.29999924,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9119.423828
1013,1992,44,0,1,0,0,0,1,21,0,0,1,0,0,3059,1636,907,1.870000005,1,0.55400002,17759738,17.21999931,9.210000038,5.109999657,163.5828857,7.699999809,15.09999943,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9210.883789
1014,1993,44,0,1,0,0,0,1,21,0.333000004,0,1,0,0,3043,1598,849,1.820000052,0.95599997,0.508000016,18161612,16.76000023,8.800000191,4.670000076,167.1977997,7.199999809,15.00000095,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9206.110352
1015,1994,44,0,1,0,0,0,1,21,1,0,1,0,0,3187,1677,936,1.789999962,0.941999972,0.526000023,18564062,17.17000008,9.029999733,5.039999962,178.044693,6.400000095,15.00000095,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9590.826172
1016,1995,44,0,0.916999996,0.082999997,0,0,1,21,1,0,1,0,1,3183,1649,920,1.75999999,0.912,0.509000003,18958751,16.79000092,8.699999809,4.850000381,180.8522644,6,15.00000095,0.082999997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9539.25
1017,1996,44,0,0,1,0,0,1,21,1,0,1,0,1,3742,1943,1004,2,1.037999988,0.537,19340342,19.34999847,10.05000019,5.190000057,187.1000061,5.599999905,14.90000057,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9674.080078
1018,1997,44,0,0,1,0,0,1,21,1,0,1,0,1,3513,1703,875,1.769999981,0.85799998,0.441000015,19740317,17.79999924,8.630000114,4.429999828,198.4745789,5.400000095,15.00000095,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10054.27441
1019,1998,44,0,0,1,0,0,1,21,1,0,1,0,1,3586,1765,966,1.74000001,0.856000006,0.469000012,20157531,17.79000092,8.760000229,4.789999962,206.0919495,4.800000191,15.09999943,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10224.06738
1020,1999,44,0,0,1,0,0,1,21,1,0,0.666999996,0.333000004,1,3522,1696,910,1.669999957,0.80400002,0.430999994,20558220,17.13000107,8.25,4.429999828,210.8982086,4.599999905,15.19999981,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10258.58301
1021,2000,44,0,0,1,0,0,1,21,1,0,0,1,1,3779,1846,973,1.720000029,0.839999974,0.442999989,20851820,18.12000084,8.850000381,4.670000076,219.7092896,4.199999809,15.29999924,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10536.69629
1022,2001,44,0,0,1,0,0,1,21,1,0,0,1,1,3736,1792,920,1.730000019,0.829999983,0.425999999,21370983,17.47999954,8.38999939,4.300000191,215.9537659,4.800000191,15.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10104.99902
1023,2002,44,0,0,1,0,0,1,21,1,1,0,1,1,3823,1905,977,1.733999968,0.864000022,0.442999989,21736925,17.13999939,8.539999962,4.380000114,220.4141998,6.300000191,15.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10140.08203
1024,2003,44,0,0,1,0,0,1,21,1,1,0,1,1,3821,1883,1005,1.705000043,0.839999974,0.448000014,22118509,16.61999893,8.190000534,4.369999886,224.0853729,6.800000191,15.60000038,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10131.12402
1025,2004,44,0,0,1,0,0,1,21,1,1,0,1,1,3583,1773,877,1.549999952,0.76700002,0.379000008,22490000,15.93000031,7.880000114,3.899999857,231.1613007,5.900000095,15.70000076,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10278.40332
1026,1980,45,1,0,0,0,0,0,21,0,0,1,0,0,334,152,63,3.099999905,1.411000013,0.584999979,1461037,22.86000061,10.39999962,4.309999943,10.7741909,6.300000191,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7374.344727
1027,1981,45,1,0,0,0,0,0,21,0,0,1,0,0,364,158,77,3.39199996,1.472000003,0.717000008,1515462,21.98999786,10.43000031,5.079999924,10.73200035,6.699999809,19.10000038,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7081.668945
1028,1982,45,1,0,0,0,0,0,21,0,0,1,0,0,295,130,73,2.700000048,1.190000057,0.667999983,1558312,18.93000031,8.340000153,4.679999828,10.92593002,7.800000191,18.29999924,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7011.387695
1029,1983,45,1,0,0,0,0,0,21,0,0,0.583000004,0.416999996,0.416999996,283,127,53,2.519999981,1.131000042,0.472000003,1594936,17.73999977,7.960000038,3.319999933,11.23015976,9.199999809,17.60000038,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7041.135254
1030,1984,45,1,0,0,0,0,0,21,0,0,0,1,1,315,134,66,2.700000048,1.149000049,0.565999985,1622337,19.42000008,8.260000229,4.070000172,11.66666985,6.5,17.10000038,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7191.273926
1031,1985,45,1,0,0,0,0,0,21,0,0,0,1,1,303,115,46,2.519999981,0.95599997,0.382999986,1642904,18.44000053,7,2.799999952,12.02380943,5.900000095,16.89999962,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7318.631348
1032,1986,45,1,0,0,0,0,2,21,0,0,0,1,1,313,132,53,2.559999943,1.080000043,0.432999998,1662836,18.81999969,7.940000534,3.190000057,12.22655964,6,16.69999886,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7352.835449
1033,1987,45,0.333000004,0.666999996,0,0,0,2,21,0,0,0,1,1,297,125,70,2.339999914,0.985000014,0.551999986,1678110,17.70000076,7.449999809,4.170000076,12.69230938,6.400000095,16.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7563.45459
1034,1988,45,0,1,0,0,0,2,21,0,0,0,1,1,297,124,68,2.24000001,0.935000002,0.513000011,1689365,17.57999992,7.340000153,4.029999733,13.25892925,4.900000095,16.39999962,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7848.469238
1035,1989,45,0,1,0,0,0,2,21,0,0,0,1,1,303,125,78,2.180000067,0.898999989,0.56099999,1705862,17.76000023,7.329999924,4.569999695,13.89908028,4.599999905,16.59999847,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8147.833984
1036,1990,45,0,1,0,0,0,2,21,0,0,0,1,1,272,92,46,1.860000014,0.629000008,0.314999998,1729722,15.72999954,5.320000172,2.660000086,14.62366009,4.300000191,17,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8454.341797
1037,1991,45,0,1,0,0,0,2,21,0,0,0,1,1,271,100,47,1.75999999,0.648999989,0.305000007,1779780,15.22999954,5.619999886,2.639999866,15.39773083,5,17.20000076,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8651.480469
1038,1992,45,0,1,0,0,0,2,21,0.5,0,0,1,1,269,104,57,1.649999976,0.638000011,0.349999994,1836799,14.65000057,5.659999847,3.099999905,16.30303001,5,17.60000038,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8875.783203
1039,1993,45,0,1,0,0,0,2,21,1,0,0,1,1,303,116,50,1.779999971,0.680999994,0.294,1898404,15.95999908,6.110000134,2.630000114,17.02247047,3.900000095,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8966.727539
1040,1994,45,0,1,0,0,0,2,21,1,0,0,1,1,343,147,77,1.899999976,0.81400001,0.426999986,1960446,17.5,7.5,3.930000067,18.05263138,3.700000048,18.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9208.430664
1041,1995,45,0,1,0,0,0,2,21,1,0,0,1,1,325,117,56,1.730000019,0.623000026,0.298000008,2014177,16.13999939,5.809999466,2.779999971,18.78613091,3.599999905,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9326.951172
1042,1996,45,0,0.333000004,0,0.666999996,0,2,21,1,0,0,1,1,321,125,59,1.639999986,0.638999999,0.300999999,2067976,15.52000046,6.039999962,2.849999905,19.57316971,3.5,19.30000114,0.666999996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9464.892578
1043,1997,45,0,0,0,1,0,2,21,1,0,0,1,1,366,134,49,1.789999962,0.654999971,0.239999995,2119784,17.27000046,6.320000172,2.309999943,20.44692993,3.099999905,19.60000038,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9645.760742
1044,1998,45,0,0,0,1,0,2,21,1,0,0,1,1,350,125,53,1.649999976,0.588999987,0.25,2165960,16.15999985,5.770000458,2.450000048,21.21212006,3.799999952,19.79999924,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9793.40332
1045,1999,45,0,0,0,1,0,2,21,1,0.5,0,1,1,360,131,59,1.629999995,0.592999995,0.26699999,2203482,16.34000015,5.950000286,2.680000067,22.08588982,3.700000048,19.89999962,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10023.17773
1046,2000,45,0,0,0,1,0,2,21,1,1,0,1,1,373,141,84,1.649999976,0.624000013,0.372000009,2233169,16.69999886,6.309999943,3.759999752,22.60606003,3.299999952,19.60000038,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10122.86133
1047,2001,45,0,0,0,1,0,2,21,1,1,0,1,1,291,104,53,1.24000001,0.442999989,0.225999996,2278712,12.7699995,4.559999943,2.329999924,23.46774101,4.400000095,19.40000153,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10298.68652
1048,2002,45,0,0,0,1,0,2,21,1,1,0,1,1,328,129,62,1.340000033,0.52700001,0.252999991,2318789,14.14999962,5.559999943,2.669999838,24.47760963,6.099999905,19.20000076,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10556.2041
1049,2003,45,0,0,0,1,0,2,21,1,1,0,1,1,309,87,45,1.289999962,0.363000005,0.187999994,2351467,13.14000034,3.700000048,1.909999967,23.9534893,5.599999905,19,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10186.61523
1050,2004,45,0,0,0,1,0,2,21,1,1,0,1,1,296,110,54,1.200000048,0.44600001,0.218999997,2389000,12.38999939,4.599999905,2.25999999,24.66666985,5,18.89999962,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10325.10254
1051,1980,46,1,0,0,0,0,0,18,0,0,1,0,0,137,74,36,3.700000048,1.998999953,0.972000003,511456,26.78999901,14.47000027,7.039999962,3.7026999,6.400000095,19.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7239.527832
